Selection,Source,RetrievalDate,Source Url,Title,Artist,Url,Culture,Date,Technique,Dimensions,Acc Num,View,Credit Line,Collections,Classification,Description,Provenance
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32876/village-street-with-a-rainbow?ctx=af4a76a9-fca0-4b0b-acc8-d2fd0bd314ce&idx=0,Village Street with a Rainbow,Jean Charles Cazin,https://collections.mfa.org/objects/32876/village-street-with-a-rainbow,,1880s,Oil on canvas,60 x 73.3 cm (23 5/8 x 28 7/8 in.),43.135,NOT ON VIEW,Gift of Mrs. Sumner Pingree,Europe,Paintings,,"By 1911, Dr. Charles Goddard Weld (b. 1857 - d. 1911), Boston;by descent to to his widow, Mrs. Charles Goddard Weld (née Hannah Putnam Train;d. 1922);by descent to her daughter, Mrs. Sumner Pingree (née Mary Weld);1943, gift of Mrs. Sumner Pingree to the MFA. (Accession Date: May 13, 1943)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34570/rest-on-the-flight-into-egypt?ctx=7c475b06-0a8c-46ae-a5f7-4239b0862aac&idx=0,Rest on the Flight into Egypt,Cavaliere D'Arpino (Giuseppe Cesari),https://collections.mfa.org/objects/34570/rest-on-the-flight-into-egypt,,1590–1600,Oil on copper,43.2 x 31.7 cm (17 x 12 1/2 in.),1983.301,NOT ON VIEW,Gift of John Goelet,Europe,Paintings,"Giuseppe Cesari, known as the Cavaliere d'Arpino, was a prominent painter in Rome in the late sixteenth century. The energy, emotional truthfulness, and clear color of his paintings foreshadow the Baroque style of the seventeenth century. Painted on copper and in a perfect state of preservation, this work was formerly in the great collection formed by the wealthy and powerful Barberini family in Rome.","Maffeo Barberini, Prince of Palestrina (b. 1631 - d. 1685), Rome [see note 1], until 1970, by descent within the Barberini family, Rome, 1970, sold by the Barberini family to P. and D. Colnaghi, London, 1971, sold by Colnaghi to John Goelet, New York, 1983, gift of Goelet to the MFA. (Accession Date: June 15, 1983);NOTES;[1] This is probably the painting in the posthumous inventory of Maffeo Barberini, drawn up in 1686 (VII.inv.86, fol. 208 l, no. 609), described as a Madonna and Child with St. Joseph, who offers dates to the infant, on copper, 1 3/4 palmi high (about 42 cm) by 1 1/4 palmi wide (about 30 cm) and attributed to ""Vaini"" (?). Around 1816, the painting was numbered F22 (visible in its lower left corner) in relation to an inheritance dispute then in progress within the Barberini family. See Marilyn Aronberg Lavin, Seventeenth-Century Barberini Documents and Inventories of Art (New York, 1975), pp. 420 and 715. The painting appears in the posthumous inventory of Francesco Barberini-Colonna, Prince of Palestrina (b. 1772 - d. 1853), drawn up in 1854 (accessible via the Getty Provenance Index Databases, http://piweb.getty.edu, Archival Document I-535), no. 22, described as a Rest on the Flight in to Egypt, on copper, attributed to Simon Vouet."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33253/fruit-and-a-jug-on-a-table?ctx=036da2ef-0468-4205-9b77-6e93a2049584&idx=0,Fruit and a Jug on a Table,Paul Cézanne,https://collections.mfa.org/objects/33253/fruit-and-a-jug-on-a-table,,about 1890–94,Oil on canvas,32.4 x 40.6 cm (12 3/4 x 16 in.),48.524,ON VIEW,Bequest of John T. Spaulding,Europe,Paintings,"Cézanne’s deceptively simple still lifes of fruit on sloping tabletops are among his most iconic pictures, each one an exploration of space, form, and the painter’s means of representing them. A slow worker, Cézanne once explained his attraction to fruit in more practical terms: “As to flowers, I have given them up. They wilt immediately. Fruits are more reliable.”","1895, Ambroise Vollard (b. 1867 - d. 1939), Paris, November 26, 1895, sold by Vollard to Eugène Blot (b. 1857), Paris [see note 1], May 9-10, 1900, Blot sale, Hôtel Drouot, Paris, lot 22, not sold, May 10, 1906, Blot sale, Hôtel Drouot, Paris, lot 19, not sold, 1909, still with Blot [see note 2]. Paul Rosenberg, Paris. By 1913, Gottlieb Friedrich Reber (b. 1880 - d. 1959), Lausanne [see note 3]. 1922, Hans Wendland, Paris [see note 4], February 24, 1922, Wendland liquidation sale, Hôtel Drouot, Paris, lot 221, to Durand-Ruel, Paris, transferred to Durand-Ruel, New York (stock no. 4744), May 10, 1922, sold by Durand-Ruel, New York, to John Taylor Spaulding (b. 1870 - d. 1948), Boston, 1948, bequest of John Taylor Spaulding to the MFA. (Accession Date: June 3, 1948);NOTES;[1] See John Rewald, ""The Paintings of Paul Cézanne: a Catalogue Raisonné"" (New York, 1996), vol. 1, p. 456, cat. no. 741 and Rebecca A. Rabinow, ed., Cézanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde (exh. cat. Metropolitan Museum of Art, New York, 2006), p. 47, n. 88. In his memoirs, Blot claimed that he bought it from Vollard in 1892, which is not possible according to Rewald, who dates the painting to 1893/95.;[2] Included in the exhibition ""Natures mortes et fleurs,"" Galerie Blot, Paris, 1909, no. 4.;[3] Included in the exhibitions of Reber's collection at Paul Cassirer, Berlin and Mathildenhöhe, Darmstadt, in 1913.;[4] Wendland was a German art dealer living in Paris at the outbreak of WWI. His collection was confiscated by French authorities and sold in three auctions during the 1920s."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32912/madame-cezanne-in-a-red-armchair?ctx=9f0f6e64-662a-44bf-88e2-77943a742346&idx=0,Madame Cézanne in a Red Armchair,Paul Cézanne,https://collections.mfa.org/objects/32912/madame-cezanne-in-a-red-armchair,,about 1877,Oil on canvas,72.4 x 55.9 cm (28 1/2 x 22 in.),44.776,ON VIEW,"Bequest of Robert Treat Paine, 2nd",Europe,Paintings,"Cézanne's wife, Hortense Fiquet, was his most frequent model—he painted nearly thirty portraits of her. Posing for Cézanne demanded great patience, for he was a slow and painstaking worker and always required the presence of the model. This early portrait has a serene monumentality, its many small blocks of subtly varied color locked into a harmonious whole. In one of his most frequently quoted statements, Cézanne said, ""I want to make of Impressionism an art as solid as that of the museums.""","Ambroise Vollard (b. 1867 - d. 1939), Paris [see note 1], by 1907, probably sold by Vollard to Egisto Fabbri (b. 1866 - d. 1933), Florence [see note 2], 1928, sold by Fabbri to Georges Wildenstein and Paul Rosenberg and Co., Paris (stock no. 2265) [see note 3]. By 1930, Robert Treat Paine II (b. 1861 - d. 1943), Boston [see note 4], 1944, bequest of Robert Treat Paine II to the MFA. (Accession Date: November 9, 1944);NOTES;[1] Vollard archives, no. 231. See John Rewald, ""The Paintings of Paul Cézanne: A Catalogue Raisonné"" (New York, 1996), vol. 1, cat. no. 324, pp. 219-220. [2] Egisto Fabbri was one of the first collectors to purchase the works of Cézanne through Vollard. According to notes in the curatorial file, Fabbri lent this painting to the Salon d'Automne, Paris, in 1907. Also see Lucien Henraux, ""I Cezanne della Raccolta Fabbri,"" Dedalo 1 (1920): 53-58 and ibid., ""Une grande collection de Cézanne en Italie: La Collection Egisto Fabbri,"" L'Amour de l'Art November 1924, p. 331, fig. 6216. [3] Fabbri sold thirteen of his Cézanne paintings to the dealers Georges Wildenstein and Paul Rosenberg of Paris. A document of November 15, 1928, confirms their receipt by intermediary Tammaro De Marinis, who oversaw their transport out of Italy. See Francesca Bardazzi, Cézanne in Florence: Two collectors and the 1910 exhibition of Impressionism (exh. cat. Palazzo Strozzi, Florence, March 2 - July 29, 2007), 25-26, 278, doc. 11. [4] Mr. Paine first lent this painting to the MFA in 1930."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34157/selfportrait-with-a-beret?ctx=038816df-369b-47ba-80cc-94bfc82df47a&idx=0,Self-Portrait with a Beret,Paul Cézanne,https://collections.mfa.org/objects/34157/selfportrait-with-a-beret,,about 1898–1900,Oil on canvas,64.1 x 53.3 cm (25 1/4 x 21 in.),1972.950,ON VIEW,Charles H. Bayley Picture and Painting Fund and Partial Gift of Elizabeth Paine Metcalf,Europe,Paintings,"Cézanne began a systematic campaign of self portraiture in the 1870s and continued it through the next thirty years. In this picture, made near the end of his life, the artist painted himself with a detachment that bordered on abstraction in the clean, geometric volumes of the hat, the barely indicated chair, the stark planes of cheekbone and forehead. This resulting work is among the simplest of Cézanne’s self portraits and recalls his stated desire to “make of Impressionism an art as solid as that of the museums.”","Ambroise Vollard (b. 1867 - d. 1939), Paris, probably sold by Vollard to Egisto Fabbri (b. 1866 - d. 1933), Florence [see note 1], November 15, 1928, sold by Fabbri to Georges Wildenstein and Paul Rosenberg and Co., Paris (stock no. 2266) [see note 2], by 1929, sold by Rosenberg to Robert Treat Paine II (b. 1861 - d. 1943), Boston [see note 3], by descent to his daughter, Elizabeth Paine (Mrs. Thomas) Metcalf (later Mrs. Thomas Card) (b. 1896), Boston, 1972, purchase and partial gift of Elizabeth Paine Metcalf to the MFA. (Accession Date: December 13, 1972);NOTES;[1] Egisto Fabbri was one of the first collectors to purchase the works of Cézanne through Vollard. He lent this painting to the Biennale, Venice, in 1920 (no. 25). [2] Fabbri sold thirteen of his Cézanne paintings to the dealers Georges Wildenstein and Paul Rosenberg of Paris. A document of November 15, 1928, confirms their receipt by intermediary Tammaro De Marinis, who oversaw their transport out of Italy. See Francesca Bardazzi, Cézanne in Florence: Two collectors and the 1910 exhibition of Impressionism (exh. cat. Palazzo Strozzi, Florence, March 2 - July 29, 2007), 25-26, 278, doc. 11. [3] Paine lent this painting to the exhibition ""Cézanne, Gauguin, Seurat, van Gogh,"" Museum of Modern Art, New York, 1929, cat. no. 4."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33152/the-pond?ctx=993e1bc3-8c4a-42d3-9585-021265afbc96&idx=0,The Pond,Paul Cézanne,https://collections.mfa.org/objects/33152/the-pond,,about 1877–79,Oil on canvas,47 x 56.2 cm (18 1/2 x 22 1/8 in.),48.244,NOT ON VIEW,Tompkins Collection—Arthur Gordon Tompkins Fund,Europe,Paintings,"In the early 1870s, Cézanne was living in Auvers, a small town outside Paris, and learning to work directly from nature. The Pond is painted in small, parallel strokes of blues and greens, an early version of the distinctive brushwork that plays a key role in the construction of Cézanne's mature paintings. Here, figures are placed boldly against the landscape. Cézanne would more fully integrate figure and landscape in his many later paintings of bathers.","Probably about 1870s-1880s, sold by the artist to Gustave Caillebotte (b. 1848 - d. 1894), Paris [see note 1], at his death, by inheritance to his brother, Martial Caillebotte, Paris [see note 2], by descent to Gustave Caillebotte's nephew, G. Chardeau, Paris, sold by Chardeau to André Weil Gallery, Paris and Matignon Art Galleries, New York [see note 3], 1948, sold by André Weil and Matignon Art Galleries to the MFA for $35,000. (Accession Date: February 12, 1948);Notes;[1] Caillebotte began to buy his friends' paintings soon after they were created, including several by Cézanne.;[2] Caillebotte bequeathed his collection to the Musée de Luxembourg, Paris, though it was only partially accepted. This painting was one of the works refused, see John Rewald, ""The Paintings of Paul Cézanne"" (New York, 1996), vol. 1, p. 258. According to information supplied by the Getty Provenance Index, Martial Caillebotte, one of the executors of his brother's estate, received the rejected portion of the bequest.;[3] According to an undated copy of a letter from Mr. Chardeau to André Weil, in the MFA curatorial file."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33254/turn-in-the-road?ctx=eafd4122-962c-4f50-8a90-85a9713316fa&idx=0,Turn in the Road,Paul Cézanne,https://collections.mfa.org/objects/33254/turn-in-the-road,,about 1881,Oil on canvas,60.6 x 73.3 cm (23 7/8 x 28 7/8 in.),48.525,ON VIEW,Bequest of John T. Spaulding,Europe,Paintings,"During the 1870s, Cézanne admired and worked closely with Camille Pissarro, one of the most innovative Impressionist landscape painters. In comparison to Pissarro's more straightforward views of the countryside, this bold landscape shows Cézanne's interest in complex arrangements of shapes and spaces that challenge the viewer's perceptions. In this painting, for example, the curving roadway draws us into deep space and at the same time forms a flattened shape on the surface of the painting.","Before 1894, possibly Julien-François Tanguy (b. 1825 - d. 1894), Paris. 1894, Théodore Duret (b. 1838 - d. 1927), Paris;March 19, 1894, Duret sale, Galerie Georges Petit, Paris, lot 3, to Paul-César Helleu (b. 1859 - d. 1927), Paris;sold by Helleu to Claude Monet (b. 1840 - d. 1926), Giverny;1926, by descent from Monet to his son, Michel Monet (b. 1878 - d. 1966), Giverny;1926/27, sold by Michel Monet to Paul Rosenberg and Co., Paris, for Wildenstein and Co., Paris;1927, sold by Wildenstein to John Taylor Spaulding (b. 1870 - d. 1948), Boston;1948, bequest of John Taylor Spaulding to the MFA. (Accession Date: June 3, 1948)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34267/village-street?ctx=a4d0398c-124c-4999-8546-3175b8a14c6c&idx=0,Village Street,Marc Chagall,https://collections.mfa.org/objects/34267/village-street,,1930s,Oil on canvas,46 x 38.1 cm (18 1/8 x 15 in.),1978.156,NOT ON VIEW,Bequest of Anna Feldberg,Europe,Paintings,,"1936, sold by the artist to Solomon R. Guggenheim, New York [see note 1], 1937, given by Guggenheim to the Solomon R. Guggenheim Museum, New York, 1969, sold by the Guggenheim Museum to the Eva Lee Gallery, New York, sold by the Lee Gallery to Anna Feldberg, Boston, 1978, bequest of Anna Feldberg to the MFA. (Accession Date: April 12, 1978);NOTES;[1] The provenance was provided in a letter from Angelica Rudenstine, Guggenheim Museum, to Lucretia H. Giese, MFA (May 3, 1978). That Mr. Guggenheim purchased it directly from the artist is specified not in the letter, but in notes in the MFA curatorial file."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/35478/reverend-father-giovanni-antonio-philippini?ctx=b8814e62-21f0-4495-b983-74cd41b9e058&idx=0,Reverend Father Giovanni Antonio Philippini,Philippe de Champaigne,https://collections.mfa.org/objects/35478/reverend-father-giovanni-antonio-philippini,,1651,Oil on canvas,73.3 x 59.7 cm (28 7/8 x 23 1/2 in.),1993.35,ON VIEW,Bequest of William A. Coolidge,Europe,Photographs,"Born in Flanders, Philippe de Champaigne worked in France as court painter to Marie de' Medici, King Louis XIII, and Cardinal Richelieu. The idea of including a stone balustrade or parapet in front of the sitter was popularized by sixteenth-century Venetian painters. Champaigne used it to display his ability to paint textures, and also to heighten the illusionism of the image. The Latin inscription reads, ""The Reverend Father Giovanni Antonio Filippini, a Roman, Prior General of the entire Carmelite order, in his 52nd year in the year of our Lord 1651, in which he came to France.""","Until 1674, the artist [see note 1], probably from the artist to Nicholas de Plattemontagne (b. 1631 - d. 1706), Paris [see note 2]. Possibly Jean-Louis Laneuville (b. 1748 - d. 1826), Paris, June 5-7, 1826, possibly posthumous Laneuville sale, Paris, lot 70 [see note 3]. 1951, sold by or through the Galerie Charpentier, Paris, to M. Knoedler and Co., Paris and New York (stock no. A4675) [see note 4], May 9, 1958, sold by Knoedler to William A. Coolidge (b. 1901 - d. 1992), Topsfield and Cambridge, MA, 1993, bequest of William A. Coolidge to the MFA. (Accession Date: January 27, 1993);NOTES;[1] Philippe de Champaigne painted two versions of this portrait of Giovanni Antonio Philippini, a Carmelite prior, during the latter's visit to Paris in 1651. One version belonged to the sitter and was given to his convent of San Martino ai Monti, Rome, where it remains. The other version remained with the artist until his death in 1674, and was included in his posthumous inventory (August 17, 1674). See Bernard Dorival, ""Philippe de Champaigne, 1602-1674. La vie, l'oeuvre, et le catalogue raisonné de l'oeuvre"" (Paris, 1976), 111-112, cat. no. 201.;[2] Nicolas de Plattemontagne was Champaigne's pupil. According to Dorival 1976 (as above, n. 1), this painting was listed in his posthumous inventory.;[3] Lot 70 in this auction has been tentatively identified with the MFA painting, it is described as a portrait of a ""man of the church, wearing a cross of St. Andrew on his cowl....Age 58."" The man in the MFA painting does not wear a cross, and his age is given as 52.;[4] Getty Provenance Index, M. Knoedler and Co. records, painting stock book 9, p. 228, no. 4675, as ""Superieur General de l'Ordre de Carmes."" Knoedler lent the painting to the exhibition ""Philippe de Champaigne"" (Orangerie des Tuileries, Paris, 1952), cat. no. 39, pp. 69-70."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33255/goblet-and-fruit?ctx=ab8a89e8-3e7f-4dd6-bcad-babe9cca445c&idx=0,Goblet and Fruit,Follower of: Jean Baptiste Siméon Chardin,https://collections.mfa.org/objects/33255/goblet-and-fruit,,18th or 19th century,Oil on canvas,33 x 45.4 cm (13 x 17 7/8 in.),48.526,NOT ON VIEW,Bequest of John T. Spaulding,Europe,Paintings,,"Marquis de Biron, Paris. By 1926, Wildenstein & Co., New York [see note 1]. 1926, sold by Wildenstein to John Taylor Spaulding, Boston (d. 1948), 1948, bequest of Spaulding. (Accession Date: June 3, 1948);NOTES;[1] on display in ""Exhibition of Paintings by Chardin, 1699-1779,"" Wildenstein Galleries, New York, 1926, no. 13"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33257/autumn-at-crouzol?ctx=05762179-61dc-404d-a32a-4b4ee7e7c24d&idx=0,Autumn at Crouzol,Victor Léon Jean Pierre Charreton,https://collections.mfa.org/objects/33257/autumn-at-crouzol,,,Oil on cardboard mounted on cardboard,59.7 x 72.4 cm (23 1/2 x 28 1/2 in.),48.528,NOT ON VIEW,Bequest of John T. Spaulding,Europe,Paintings,,"March, 1922, sold by the artist to Dudensing Galleries, New York;April 27, 1922, sold by Dudensing Galleries to John Taylor Spaulding (b. 1870 - d. 1948), Boston;1948, bequest of John Taylor Spaulding to the MFA. (Accession Date: June 3, 1948)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33256/chateau-at-murols-in-winter?ctx=642e44b8-a80a-48dd-8572-c3e4c9b26eae&idx=0,Château at Murols in Winter,Victor Léon Jean Pierre Charreton,https://collections.mfa.org/objects/33256/chateau-at-murols-in-winter,,,Oil on canvas,100 x 73.3 cm (39 3/8 x 28 7/8 in.),48.527,NOT ON VIEW,Bequest of John T. Spaulding,Europe,Paintings,,"By about 1922, probably sold by the artist to Dudensing Galleries, New York [see note], January 8, 1923, sold by Dudensing Galleries to John Taylor Spaulding (b. 1870 - d. 1948), Boston, 1948, bequest of John Taylor Spaulding to the MFA. (Accession Date: June 3, 1948);NOTE: It is not known precisely when or how Dudensing Galleries acquired this painting, but dealer F. Valentine Dudensing acquired another Charreton painting (MFA accession no. 48.528) directly from the artist in 1922, and wrote to John Taylor Spaulding about having visited Charreton in France. The gallery exhibited work by the artist in the early 1920s."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33945/portrait-of-a-young-woman-with-a-kerchief?ctx=9f7f6bc9-791a-4f8b-9b1b-815f25aac444&idx=0,Portrait of a Young Woman with a Kerchief,"Unidentified artist, British, fourth quarter 18th century;Formerly attributed to: George Chinnery",https://collections.mfa.org/objects/33945/portrait-of-a-young-woman-with-a-kerchief,,1775–1799,Tempera on paper mounted on canvas,47 x 40 cm (18 1/2 x 15 3/4 in.),65.2656,NOT ON VIEW,Bequest of Forsyth Wickes—The Forsyth Wickes Collection,Europe,Paintings,,"Forsyth Wickes (b. 1876 - d. 1964), New York and Newport, RI;1965, bequest of Forsyth Wickes to the MFA. (Accession date: January 8, 1969)."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33430/hou-qua-wu-bingjian?ctx=5c8eb29d-25b0-48ce-b7aa-629f817cc777&idx=0,Hou Qua (Wu Bingjian),"Unidentified artist, Chinese;After: George Chinnery",https://collections.mfa.org/objects/33430/hou-qua-wu-bingjian,,about 1830-43,Oil on canvas,74.9 x 55.9 cm (29 1/2 x 22 in.),50.3792,ON VIEW,"Gift of Mrs. Thomas Motley, Mrs. William Jason Mixter, Mrs. George B. Dabney, Henry H. Fay, Frederick L. Dabney, and Thomas N. Dabney in memory of Daniel N. and Elizabeth E. Spooner",Europe,Paintings,,"Between about 1839 and 1843, acquired in China, possibly from the sitter, by Daniel Nicholson Spooner (b. 1819 - d. 1869) and Elizabeth Elliot Spooner (b. 1825 - d. 1907), Canton and Boston [see note], by descent within the family, 1950, given by their granddaughter, Margaret Fay (Mrs. Thomas) Motley (b. 1882), Milton, MA, and family members Mrs. William Jason Mixter, Mrs. George B. Dabney, Henry H. Fay, Frederick L. Dabney, and Thomas N. Dabney, to the MFA. (Accession Date: December 14, 1950);NOTE: Daniel Nicholson Spooner of Massachusetts was a clerk in the American trading house Russell and Co., Canton, China, from about 1838/9 until 1845. When the painting was given to the MFA in 1950, the donor, Mrs. Motley, wrote that it ""was painted for my grandfather and given him by Houqua,"" who died in 1843."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33570/still-life-with-wine-goblet-and-oysters?ctx=03010227-dfcd-48aa-b18e-93b3cf185bd0&idx=0,Still Life with Wine Goblet and Oysters,Pieter Claesz.,https://collections.mfa.org/objects/33570/still-life-with-wine-goblet-and-oysters,,1639,Oil on panel,50.2 x 70.1 cm (19 3/4 x 27 5/8 in.),56.883,ON VIEW,Gift of Mrs. H. P. Ahrnke in memory of her great-aunt Mrs. Francis B. Greene,Europe,Paintings,"Like many still-life painters, Claesz. favored particular kinds of objects. The plain foods that he painted—bread, fruit, and herring— were those found on the tables of all but the poorest families in the Dutch Republic. This composition also includes pepper spilling from a cone of paper. The capacious wine-glass found in many of Claesz.'s paintings provides a strong vertical element that balances the basic horizontals of the composition, it also gives the artist the opportunity to explore the related effects of transparency, translucency, and reflection.","Galerie Sedelmeyer, Paris [see note 1], probably sold by Sedelmeyer to Francis Bunker Greene (b. 1844 - d. 1911) and his wife, Rebecca Andrews Greene (b. 1841 - d. 1905), Boston, about 1911, by descent to James Russell Chapman (b. 1851), Santa Barbara, CA, about 1938, to his daughter, Mary Chapman (Mrs. Hans Paul) Ahrnke (b. 1880), Lafayette, CA [see note 2], 1956, gift of Mrs. Ahrnke to the MFA. (Accession Date: November 8, 1956);NOTES;[1] A wax seal from the Galerie Sedelmeyer is on the reverse of the painting. The Greenes are known to have purchased at least one other Dutch painting from Sedelmeyer (MFA accession no. 11.1452). [2] According to information provided by Mrs. Ahrnke in 1957, the painting passed from her great aunt, Mrs. Greene, to her father in Santa Barbara, California, who owned it for twenty-seven years. Mrs. Ahrnke owned it for eighteen years before giving it to the MFA."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33682/portrait-of-a-woman?ctx=b93d1251-67af-46dc-98bf-34c4c79613eb&idx=0,Portrait of a Woman,Attributed to: John Constable,https://collections.mfa.org/objects/33682/portrait-of-a-woman,,about 1818,Oil on paperboard,22.6 x 21.6 cm (8 7/8 x 8 1/2 in.),61.241,NOT ON VIEW,Gift of Ira S. Parke,Europe,Paintings,,"By 1941, private collection, England and Detroit, sold from the estate of the collector to an antique dealer, Detroit, about 1941, sold by the dealer to Ira S. Parke, Amherst, MA and Pacific Grove, CA [see note 1], 1961, gift of Ira S. Parke to the MFA. (Accession date: April 12, 1961);NOTES;[1] A letter in the MFA curatorial file from Ira S. Parke to the MFA (January 4, 1961) states that he purchased the painting ""about twenty years ago."" A note by Mr. Parke (undated, probably 1961) states that the dealer from whom he purchased it said ""that it came into his possession in a mass of household goods that he had bought from the Estate of an English woman who had come to live in Detroit."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33153/stour-valley-and-dedham-church?ctx=8c554034-d88f-4b8b-9c57-473aa5c39e74&idx=0,Stour Valley and Dedham Church,John Constable,https://collections.mfa.org/objects/33153/stour-valley-and-dedham-church,,about 1815,Oil on canvas,55.6 x 77.8 cm (21 7/8 x 30 5/8 in.),48.266,ON VIEW,Warren Collection—William Wilkins Warren Fund,Europe,Paintings,"Constable's varied brushstrokes capture the light and weather of the English landscape, the textures of earth and foliage. He was the son of a miller, and his images of his native Suffolk often record the activities of the agricultural year. This down-to-earth scene shows manure being taken from a dung heap to be spread over the fields after harvest. The painting was commissioned as a wedding present for a bride who, like Constable, had grown up in this area.","1814, commissioned by Thomas Fitzhugh (b. 1770 - d. 1856) for his wife, Philadelphia Godfrey Fitzhugh (d. 1869), Plas Power, Denbighshire, Wales [see note 1], probably until about 1895, by descent within the family [see note 2]. April 27, 1897, sold by Stephen Thomas Gooden (dealer, b. 1856 - d. 1909), London to Thomas Agnew and Sons, London (stock no. 8005), September 11, 1897, sold by Agnew to George Jay Gould (b. 1864 - d. 1923), New York [see note 3]. Between about 1904 and 1920, purchased by James McLean (b. 1846 - d. 1920), New York [see note 4], by descent to his daughter, Alice Throckmorton McLean (b. 1886 - d. 1968), New York, about 1948, sold by Alice McLean to John Mitchell (dealer), New York, 1948, sold by John Mitchell to the MFA for $16,250. (Accession Date: March 11, 1948);NOTES;[1] See R. B. Beckett, ""A Constable of 1814-15,"" Burlington Magazine, January 1956, p. 18. On October 25, 1814, Constable wrote in a letter to his future wife, Maria Bicknell: ""I have almost done a picture of 'The Valley' for Mr. Fitzhugh (a present for Miss G to contemplate in London)...."" Philadelphia Godfrey married Thomas Fitzhugh on November 11, 1814. On June 30, 1815, Constable wrote again to Miss Bicknell, ""I am now going to send home Mrs. Fitzhugh's picture of Dedham."" The view shown in the MFA painting is that of the valley from just outside the grounds of Old Hall, the Godfrey family estate. Constable executed a number of oil sketches and pencil drawings for this painting in the fall of 1814, the earliest (Leeds City Art Galleries, inv. no. 10/34) dated September 5. See Graham Reynolds, Constable's England (New York, 1983), p. 60, cat. no. 15, and ibid., The Early Paintings and Drawings of John Constable (New Haven and London, 1996), text vol., p. 205, cat. no. 15.1.;[2] The painting was probably dispersed around the time of the deaths of the couple's sons, Thomas Fitzhugh and Godfrey Fitzhugh, both in 1895.;[3] Many thanks to art historian Alison Clarke for supplying the information about the painting's sale history through Agnew, as well as a photograph of it in the Gould collection (Duveen Brothers photograph album, Getty Research Institute, Duveen Brothers records, series I.B., Box 45). Gould lent the painting to the Saint Louis Exposition, 1904, cat. no. 90.;[4] According to John Mitchell, in a letter to W.G. Constable of the MFA (February 17, 1948), James McClean purchased the painting ""fifty to sixty-five years ago"" in England. However, George Jay Gould still owned it in 1904, so it must have been acquired at a later date than the dealer claimed."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32964/a-glade?ctx=071b0c09-1002-4ba5-9596-4d8ad78ba32d&idx=0,A Glade,Lionel Bicknell Constable,https://collections.mfa.org/objects/32964/a-glade,,about 1845–55,Oil on paper mounted on canvas,24.5 x 30.2 cm (9 5/8 x 11 7/8 in.),46.398,NOT ON VIEW,Warren Collection—William Wilkins Warren Fund,Europe,Paintings,,"By 1946, John Mitchell Fine Paintings, New York, 1946, sold by John Mitchell to MFA for $1350 [see note 1]. (Accession Date: May 9, 1946).;NOTES;[1] Accessioned as a work by John Constable, but later attributed to his son, Lionel Bicknell Constable."
